rn,distribution_share,sum_distribution_share,running_approximate_distribution_usd,sum_approximate_distribution_usd,distribution_token,receiver_type,account,balance_before_event,pool_share,approximate_distribution_usd,is_contract,contract_name,has_redeemed,redemption_usd,redemption_bonus_usd,approximate_distribution_before_redemption_bonus_usd
1297,5.896553269896988e-7,1.0000000000000009,3372667.442354747,3373254.04556872,GLV,CONTRACT,0x785ab597c0d1292668cbbbf3ebc59ee9d8c1001f,1.4944736604257884,4.623307168678963e-8,1.9890572172591479,true,,false,,,1.9890572172591479
1298,5.889169141401003e-7,1.0000000000000009,3372669.42892111,3373254.04556872,GLV,CONTRACT,0xbe7583028604fd6b64f60f872f5308307ba12350,1.4926021627834647,4.6175174992488195e-8,1.98656636312694,true,,false,,,1.98656636312694
1299,5.886588023688561e-7,1.0000000000000009,3372671.4146167967,3373254.04556872,GLV,CONTRACT,0x8e378ca4d294e4de3749907e99455d02797141d7,1.4919479818986086,4.615493723752029e-8,1.9856956865503814,true,,false,,,1.9856956865503814
1300,5.881684862152465e-7,1.0000000000000009,3372673.3986585224,3373254.04556872,GLV,CONTRACT,0x312ef431a72a1b503ee11b61eb13b5b436585360,1.490705282064806,4.611649304675082e-8,1.98404172560161,true,,false,,,1.98404172560161
1301,5.879896483961307e-7,1.0000000000000009,3372675.3820969826,3373254.04556872,GLV,CONTRACT,0xf863b1083241d090f4f3dee16a0892a1cc31fb24,1.490252019967572,4.6102470920038766e-8,1.9834384602047772,true,,false,,,1.9834384602047772
1302,5.878902121060701e-7,1.0000000000000009,3372677.365200019,3373254.04556872,GLV,CONTRACT,0x13f4153b07d46efdf7829e041c397e454639fe81,1.4900000000000009,4.6094674424499395e-8,1.9831030363370539,true,,false,,,1.9831030363370539
1303,5.878133265484484e-7,1.0000000000000009,3372679.3480437007,3373254.04556872,GLV,CONTRACT,0xc03df8247ec501dbe75a60d1d7581f1776d82965,1.4898051345668004,4.608864606295579e-8,1.9828436818187605,true,,false,,,1.9828436818187605
1304,5.872368756112153e-7,1.0000000000000009,3372681.328942867,3373254.04556872,GLV,CONTRACT,0x94f5dfc32c796edd8a0edee9b0b26a438aa1bf86,1.4883441272583093,4.604344830710565e-8,1.9808991663626672,true,,false,,,1.9808991663626672
1305,5.871611932835554e-7,1.0000000000000009,3372683.309586738,3373254.04556872,GLV,CONTRACT,0x62bf062f51cd75a726ca3106b4fc8bc0af44aafb,1.4881523113956006,4.603751428714524e-8,1.9806438706447103,true,,false,,,1.9806438706447103
1306,5.864540086601092e-7,1.0000000000000009,3372685.287845095,3373254.04556872,GLV,CONTRACT,0x763087597944028ef210606bf2ee35cc2d98152f,1.4863599612811804,4.598206610259564e-8,1.9782583572527066,true,,false,,,1.9782583572527066
1307,5.86133758413075e-7,1.0000000000000009,3372687.265023167,3373254.04556872,GLV,CONTRACT,0x17ad38697c354f249315e78aa38cd807d79f23a6,1.4855482912478055,4.595695625969057e-8,1.9771780718113041,true,,false,,,1.9771780718113041
1308,5.858666932571548e-7,1.0000000000000009,3372689.24130036,3373254.04556872,GLV,CONTRACT,0x5774505f1fd007a5ac6eb521d6a42f465e3024d6,1.484871418127405,4.59360164971996e-8,1.9762771931936658,true,,false,,,1.9762771931936658
1309,5.853282965338052e-7,1.0000000000000009,3372691.215761404,3373254.04556872,GLV,CONTRACT,0xfe21cfaf8e37671822a076f78340375dbe9b122e,1.4835068587228235,4.58938024559331e-8,1.974461044268506,true,,false,,,1.974461044268506
1310,5.843820059750898e-7,1.0000000000000009,3372693.18703037,3373254.04556872,GLV,CONTRACT,0x2ba85650b27a6acac1c74cb5e786f049f8ca9dbb,1.4811084977645164,4.5819606705915924e-8,1.9712689658130356,true,,false,,,1.9712689658130356
1311,5.835905345066426e-7,1.0000000000000009,3372695.155629501,3373254.04556872,GLV,CONTRACT,0x797bc21246224dc7abb4a21904b075d93b506469,1.4791025237515085,4.575754984750411e-8,1.9685991314801436,true,,false,,,1.9685991314801436
1312,5.832829433441738e-7,1.0000000000000009,3372697.12319105,3373254.04556872,GLV,CONTRACT,0xe07a325cb8e0ad51e6d1a994ae134566c3021e55,1.478322938001243,4.573343256472259e-8,1.9675615483469648,true,,false,,,1.9675615483469648
1313,5.823462977463411e-7,1.0000000000000009,3372699.0875930544,3373254.04556872,GLV,CONTRACT,0x96aad7ff77ebb08a6507674ead3fd159d987b436,1.4759490220692681,4.565999304660479e-8,1.9644020047948114,true,,false,,,1.9644020047948114
1314,5.817857102225138e-7,1.0000000000000009,3372701.050104055,3373254.04556872,GLV,CONTRACT,0x0ef9ac247344101632ce2642960fa5d68e71dc2f,1.474528220373131,4.561603909250733e-8,1.9625110006621656,true,,false,,,1.9625110006621656
1315,5.817401406648529e-7,1.0000000000000009,3372703.012461338,3373254.04556872,GLV,CONTRACT,0x4bdf1b6d4333b6c7c6fd1670956780c1dde1d1ef,1.474412724929396,4.5612466122791575e-8,1.9623572829674314,true,,false,,,1.9623572829674314
1316,5.816556746409473e-7,1.0000000000000009,3372704.9745336957,3373254.04556872,GLV,CONTRACT,0x002e2644fbd0ad50387b547f7f2bb097aee75199,1.4741986469042345,4.560584340005919e-8,1.9620723576105785,true,,false,,,1.9620723576105785
1317,5.816543433833888e-7,1.0000000000000009,3372706.936601563,3373254.04556872,GLV,CONTRACT,0x6eb2d232c822a9af6b2a1f94c532a776fc4f0338,1.4741952728494851,4.560573902022351e-8,1.9620678669406335,true,,false,,,1.9620678669406335
1318,5.810580586266307e-7,1.0000000000000009,3372708.89665801,3373254.04556872,GLV,CONTRACT,0x793e25bc3a274f3cf4596a4ef077324ced171284,1.472683996986622,4.5558986155213924e-8,1.9600564469725885,true,,false,,,1.9600564469725885
1319,5.796046323267377e-7,1.0000000000000009,3372710.8518116805,3373254.04556872,GLV,CONTRACT,0x0c905f76206f05ec2e54403be7967e32f8111597,1.4690003071713376,4.5445027441981454e-8,1.9551536708265385,true,,false,,,1.9551536708265385
1320,5.791673567379585e-7,1.0000000000000009,3372712.80549031,3373254.04556872,GLV,CONTRACT,0x9a463cdca96e6ca260c1d71de15a8eca3e7b53f7,1.4678920379505471,4.541074199976197e-8,1.9536786291776604,true,,false,,,1.9536786291776604
1321,5.787313422249816e-7,1.0000000000000009,3372714.7576981513,3373254.04556872,GLV,CONTRACT,0x45c43fd1168131555a60122b3a7a4905495ae0dc,1.4667869649097693,4.53765554346412e-8,1.9522078414578345,true,,false,,,1.9522078414578345
1322,5.786763178898631e-7,1.0000000000000009,3372716.7097203815,3373254.04556872,GLV,CONTRACT,0x3d1d6636e0f746d2273df26e49148061328d002a,1.4666475064570883,4.537224114472706e-8,1.9520222303967911,true,,false,,,1.9520222303967911
1323,5.786157606354067e-7,1.0000000000000009,3372718.661538337,3373254.04556872,GLV,CONTRACT,0x1a9bcab77e160cc3b6fb0afced3328b892c50baa,1.4664940248932148,4.5367493035521075e-8,1.9518179553932076,true,,false,,,1.9518179553932076
1324,5.778455954345938e-7,1.0000000000000009,3372720.6107583293,3373254.04556872,GLV,CONTRACT,0x45ad6863fe1f91c478a7b4fff79a21b9e646bd9c,1.46454205133492,4.530710673642388e-8,1.9492199925138092,true,,false,,,1.9492199925138092
1325,5.774518992194973e-7,1.0000000000000009,3372722.5586502845,3373254.04556872,GLV,CONTRACT,0xa375486a23a26dd719958e3c375e75b9117048a0,1.4635442334627835,4.5276238219678184e-8,1.94789195516351,true,,false,,,1.94789195516351
1326,5.770330343737319e-7,1.0000000000000009,3372724.5051293024,3373254.04556872,GLV,CONTRACT,0x8d610b971e53e03b5af30094e514433f8672c7ce,1.46248262602769,4.5243396307539085e-8,1.9464790176279856,true,,false,,,1.9464790176279856
1327,5.768728561390857e-7,1.0000000000000009,3372726.451067998,3373254.04556872,GLV,CONTRACT,0x439c4c581ab06d821038619dbf107947ed1fa298,1.4620766564015453,4.523083722180527e-8,1.945938695749953,true,,false,,,1.945938695749953
1328,5.763816823081077e-7,1.0000000000000009,3372728.3953498397,3373254.04556872,GLV,CONTRACT,0x8bafc8c17a48e86e26e9454fa61bff2d8d8c5604,1.4608317827957484,4.5192325783175166e-8,1.9442818416375292,true,,false,,,1.9442818416375292
1329,5.741650805508956e-7,1.0000000000000009,3372730.3321545203,3373254.04556872,GLV,CONTRACT,0x09b3a6d0f23e7307dbda0cb514e9a1718e387743,1.4552138348349986,4.501852881526608e-8,1.9368046807925987,true,,false,,,1.9368046807925987
1330,5.734708349433578e-7,1.0000000000000009,3372732.2666173344,3373254.04556872,GLV,CONTRACT,0xc1b15e8f6f18c8829eaa652c717437b65f23d564,1.45345427848599,4.49640951394009e-8,1.9344628139883535,true,,false,,,1.9344628139883535
1331,5.73320464326524e-7,1.0000000000000009,3372734.2005729103,3373254.04556872,GLV,CONTRACT,0xf37ca943a6dcb521ad54d3a73608d681e388cf7a,1.4530731661380232,4.4952305038999097e-8,1.9339555756967841,true,,false,,,1.9339555756967841
1332,5.723096315313377e-7,1.0000000000000009,3372736.13111869,3373254.04556872,GLV,CONTRACT,0x6966dd8837fd594379c21964a1fa8b50a70bcd4d,1.45051122373141,4.487304872951778e-8,1.9305457798810286,true,,false,,,1.9305457798810286
1333,5.718940385807513e-7,1.0000000000000009,3372738.060262569,3373254.04556872,GLV,CONTRACT,0xe39a4b91c8d2bf4324b5660f1cb0ee6a3a354cf1,1.449457908871556,4.4840463356677886e-8,1.9291438792791529,true,,false,,,1.9291438792791529
1334,5.702087933318137e-7,1.0000000000000009,3372739.983721688,3373254.04556872,GLV,CONTRACT,0xb0c3bfefd63779a3f057d2676f8dbaf06153f735,1.4451866769830006,4.4708328428292314e-8,1.9234591189253987,true,,false,,,1.9234591189253987
1335,5.695266982107788e-7,1.0000000000000009,3372741.9048799267,3373254.04556872,GLV,CONTRACT,0x1230e22150a2d85683c3efdc7fd1c70602da9213,1.4434579158820102,4.4654847434931314e-8,1.921158238798905,true,,false,,,1.921158238798905
1336,5.694247542827806e-7,1.0000000000000009,3372743.8256942825,3373254.04556872,GLV,CONTRACT,0x36061aa90f897dfd8792b93b3cf39c38224327e8,1.4431995403391125,4.4646854323166795e-8,1.920814356031364,true,,false,,,1.920814356031364
1337,5.679026293193374e-7,1.0000000000000009,3372745.7413741243,3373254.04556872,GLV,CONTRACT,0x00163a6ba3a4d5030f5eb7d854f19926969f3114,1.4393417346658293,4.452750915772856e-8,1.915679841840568,true,,false,,,1.915679841840568
1338,5.675643025382465e-7,1.0000000000000009,3372747.655912704,3373254.04556872,GLV,CONTRACT,0x9ac833f6d1fb816dd121f0183385205bb8961919,1.4384842498949577,4.4500981989045816e-8,1.9145385796575292,true,,false,,,1.9145385796575292
1339,5.673175585607992e-7,1.0000000000000009,3372749.5696189534,3373254.04556872,GLV,CONTRACT,0x3b7894056d3b1153d73103a678985cbff77c040c,1.4378588805337646,4.448163554803961e-8,1.9137062495373853,true,,false,,,1.9137062495373853
1340,5.668303536125391e-7,1.0000000000000009,3372751.4816817367,3373254.04556872,GLV,CONTRACT,0x5bab4aadfd0c1af047f24f1d656bcab10a51f665,1.4366240660089455,4.4443435297371026e-8,1.9120627834746458,true,,false,,,1.9120627834746458
1341,5.658472993781184e-7,1.0000000000000009,3372753.3904284285,3373254.04556872,GLV,CONTRACT,0x9eda4f2f9109c640405664fe29bd9bf1bc11b6b7,1.4341325279987451,4.436635701992374e-8,1.9087466918013722,true,,false,,,1.9087466918013722
1342,5.65573476319695e-7,1.0000000000000009,3372755.2982514454,3373254.04556872,GLV,CONTRACT,0x2932cb395c45c7375c9b13886b8b316a3132d225,1.433438527063453,4.4344887390955566e-8,1.9078230170617758,true,,false,,,1.9078230170617758
1343,5.65331135025007e-7,1.0000000000000009,3372757.2052569836,3373254.04556872,GLV,CONTRACT,0x5c684f4d870091f8b5a1e71e6bfe61cf046765d2,1.4328243162437297,4.4325886150846065e-8,1.9070055383090614,true,,false,,,1.9070055383090614
1344,5.649309521515592e-7,1.0000000000000009,3372759.1109126033,3373254.04556872,GLV,CONTRACT,0x1e240dcf2f6c45f01b267428edf0b6b223a4f9ea,1.4318100580214312,4.429450903504793e-8,1.905655619812236,true,,false,,,1.905655619812236
1345,5.641908545321954e-7,1.0000000000000009,3372761.0140716857,3373254.04556872,GLV,CONTRACT,0x03941ea3c448f4782166460ec2f01dda7426a905,1.4299342903523258,4.423648024309933e-8,1.9031590825236013,true,,false,,,1.9031590825236013
1346,5.639427626300026e-7,1.0000000000000009,3372762.9163938914,3373254.04556872,GLV,CONTRACT,0xa3c24e3d446c4373587f5644d818e88c6d1f6508,1.4293055046936174,4.421702811543426e-8,1.9023222055108564,true,,false,,,1.9023222055108564
1347,5.6393420703873e-7,1.0000000000000009,3372764.818687237,3373254.04556872,GLV,CONTRACT,0xc1259f24c0c8aea22290961b83daddbc14fb3db7,1.4292838206602152,4.421635729767595e-8,1.902293345327984,true,,false,,,1.902293345327984
1348,5.628442611332218e-7,1.0000000000000009,3372766.7173039177,3373254.04556872,GLV,CONTRACT,0xa62375ed10afffac16c390604f18201805063da5,1.42652136711742,4.413089797105316e-8,1.8986166808927776,true,,false,,,1.8986166808927776
1349,5.617734459424906e-7,1.0000000000000009,3372768.612308467,3373254.04556872,GLV,CONTRACT,0x13cf45f84956be4a804f245dbba2efc24cc1c75d,1.4238074001192729,4.4046938625295826e-8,1.895004549218587,true,,false,,,1.895004549218587
1350,5.607201261450489e-7,1.0000000000000009,3372770.5037599006,3373254.04556872,GLV,CONTRACT,0x2b0ce514bca26d659a27239ea2a38eddd4c37978,1.4211377749650018,4.3964351039845103e-8,1.8914514339505892,true,,false,,,1.8914514339505892
1351,5.605993753146894e-7,1.0000000000000009,3372772.394804011,3373254.04556872,GLV,CONTRACT,0x49dcd369f1cf6fc754c5080281ad39b10db38157,1.420831733575758,4.3954883336356775e-8,1.8910441107235731,true,,false,,,1.8910441107235731
1352,5.602809556652736e-7,1.0000000000000009,3372774.2847740115,3373254.04556872,GLV,CONTRACT,0x589917ebc091a6dd9d843cc73b9cfcc98dd76b37,1.4200247031679376,4.392991702501506e-8,1.8899700003529927,true,,false,,,1.8899700003529927
1353,5.584620712454871e-7,1.0000000000000009,3372776.1686084527,3373254.04556872,GLV,CONTRACT,0x184b11ccf1a29abf85115d6fd3a8b9806c9e1810,1.4154147645609094,4.378730385776144e-8,1.8838344411255261,true,,false,,,1.8838344411255261
1354,5.574319193551588e-7,1.0000000000000009,3372778.0489679296,3373254.04556872,GLV,CONTRACT,0x81c46dafce9863e5a85b9356bf77ffda05f52878,1.4128038581620932,4.3706532797086086e-8,1.880359477093926,true,,false,,,1.880359477093926
1355,5.573687905666772e-7,1.0000000000000009,3372779.929114457,3373254.04556872,GLV,CONTRACT,0x71bfe64a8aad2fa31c31358fd74df94a209b86ea,1.4126438590791002,4.3701583061758045e-8,1.8801465276527887,true,,false,,,1.8801465276527887
1356,5.560565555413828e-7,1.0000000000000009,3372781.8048344827,3373254.04556872,GLV,CONTRACT,0xe5ac480efbbb34dfd52ce2f347344ca886ba804f,1.40931801668978,4.35986947247628e-8,1.875720025544977,true,,false,,,1.875720025544977
1357,5.556805118673481e-7,1.0000000000000009,3372783.6792860175,3373254.04556872,GLV,CONTRACT,0x369d25a1c10ea37d88b8c7964c7f4942d5263008,1.4083649389504784,4.356921028980015e-8,1.874451534700229,true,,false,,,1.874451534700229
1358,5.553741588720033e-7,1.0000000000000009,3372785.5527041457,3373254.04556872,GLV,CONTRACT,0x746e1d1af549f8e29ec297519ccb16e46190c1ab,1.407588491318482,4.35451900879179e-8,1.8734181282193103,true,,false,,,1.8734181282193103
1359,5.536695560519821e-7,1.0000000000000009,3372787.4203722156,3373254.04556872,GLV,CONTRACT,0x51c803d81c32053121cff2b1e25e67110a8a2b61,1.4032681979209565,4.341153739155733e-8,1.8676680698605856,true,,false,,,1.8676680698605856
1360,5.532816779755832e-7,1.0000000000000009,3372789.286731874,3373254.04556872,GLV,CONTRACT,0x0c54ec419ddcee684d7a8300ed765e80593dca91,1.402285126044723,4.338112505728159e-8,1.8663596585701858,true,,false,,,1.8663596585701858
1361,5.528019105417172e-7,1.0000000000000009,3372791.1514731552,3373254.04556872,GLV,CONTRACT,0xc4a43e578410307fdcb7d8fb3c3610ae108af3e7,1.401069161802183,4.334350795938111e-8,1.8647412811329653,true,,false,,,1.8647412811329653
1362,5.523800650661059e-7,1.0000000000000009,3372793.0147914444,3373254.04556872,GLV,CONTRACT,0x726324e8aabffabe657c47448a4fac47a55ce1fd,1.4000000000000001,4.33104323451672e-8,1.8633182891757545,true,,false,,,1.8633182891757545
1363,5.510646942452226e-7,1.0000000000000009,3372794.8736726535,3373254.04556872,GLV,CONTRACT,0xec7ade36cf0a7aa62b4a4225c1a0cca89d0da61a,1.3966662099780591,4.320729814002557e-8,1.8588812092327869,true,,false,,,1.8588812092327869
1364,5.510567644651526e-7,1.0000000000000009,3372796.7325271135,3373254.04556872,GLV,CONTRACT,0x57c3867e08f04f914e078e24f62705a89d0c318a,1.3966461120549076,4.320667639021062e-8,1.8588544600700851,true,,false,,,1.8588544600700851
1365,5.510520217439764e-7,1.0000000000000009,3372798.5913655753,3373254.04556872,GLV,CONTRACT,0x46c7112faa8430881487a5579fc7db881ee8ed31,1.3966340916905486,4.32063045279411e-8,1.8588384616666904,true,,false,,,1.8588384616666904
1366,5.50137814258474e-7,1.0000000000000009,3372800.4471201827,3373254.04556872,GLV,CONTRACT,0x56d5c01db14cbb5447de4e02afbac13dcb5bf04e,1.3943170448587625,4.313462431362063e-8,1.8557546075677305,true,,false,,,1.8557546075677305
1367,5.496160096380197e-7,1.0000000000000009,3372802.301114611,3373254.04556872,GLV,CONTRACT,0x685ed2cb1b8e52d763d3592560dfc17f0cc37686,1.392994537920449,4.309371120842217e-8,1.8539944280207865,true,,false,,,1.8539944280207865
1368,5.486483336439229e-7,1.0000000000000009,3372804.151844822,3373254.04556872,GLV,CONTRACT,0x8a29e1e50be916f08801e24ce1f74c2ae711034e,1.3905419758578166,4.301783869178934e-8,1.8507302110589,true,,false,,,1.8507302110589
1369,5.48155476636607e-7,1.0000000000000009,3372806.000912501,3373254.04556872,GLV,CONTRACT,0xcd252b0b61e0993f0b73a8f2c1c99b92b9cc1403,1.389292836263759,4.297919528044784e-8,1.8490676791650849,true,,false,,,1.8490676791650849
1370,5.474332207949299e-7,1.0000000000000009,3372807.8475438277,3373254.04556872,GLV,CONTRACT,0xec362131d6c881246ac5470eb4da553bde4dc128,1.3874622883452221,4.292256540774757e-8,1.8466313267252117,true,,false,,,1.8466313267252117
1371,5.47159936945632e-7,1.0000000000000009,3372809.6932532988,3373254.04556872,GLV,CONTRACT,0x489ef87a9bc953f913cd40aa6848f3da7bda78c0,1.386769654028357,4.2901138056518617e-8,1.8457094708749788,true,,false,,,1.8457094708749788
1372,5.464052083189412e-7,1.0000000000000009,3372811.5364168785,3373254.04556872,GLV,CONTRACT,0xaf92e6397ca77db94a44d002daa6769f0c30b550,1.3848568042638731,4.2841962092010656e-8,1.8431635794816874,true,,false,,,1.8431635794816874
1373,5.45935339888107e-7,1.0000000000000009,3372813.3779954724,3373254.04556872,GLV,CONTRACT,0x3673ebcf677594ca8d85c63849cb2122f3748691,1.3836659289141462,4.280512114467789e-8,1.841578593896491,true,,false,,,1.841578593896491
1374,5.45473554577271e-7,1.0000000000000009,3372815.218016347,3373254.04556872,GLV,CONTRACT,0xb799892093c2a19f6a20f423cd37049d91a241d1,1.3824955401255987,4.2768913970075083e-8,1.8400208747285292,true,,false,,,1.8400208747285292
1375,5.454094020225687e-7,1.0000000000000009,3372817.057820819,3373254.04556872,GLV,CONTRACT,0x5d8a366180df590a760d9968f5576c9b5d728671,1.3823329463206027,4.2763883964367204e-8,1.8398044718638462,true,,false,,,1.8398044718638462
1376,5.453941150043954e-7,1.0000000000000009,3372818.897573724,3373254.04556872,GLV,CONTRACT,0x6c00ca598b5fad204c40ceb4816dd82341ea4532,1.382294201574374,4.276268535600273e-8,1.8397529048679484,true,,false,,,1.8397529048679484
1377,5.452344897995434e-7,1.0000000000000009,3372820.7367881723,3373254.04556872,GLV,CONTRACT,0xae816aca04b9bf20e773edf37f83046a970a0aec,1.3818896335949593,4.2750169631644546e-8,1.8392144484999067,true,,false,,,1.8392144484999067
1378,5.443079607813751e-7,1.0000000000000009,3372822.572877203,3373254.04556872,GLV,CONTRACT,0x64e052a8a228460bb107bb5f09b6ecdd24a85063,1.3795413580009075,4.267752332361312e-8,1.8360890307410338,true,,false,,,1.8360890307410338
1379,5.44210924496904e-7,1.0000000000000009,3372824.4086389057,3373254.04556872,GLV,CONTRACT,0x41a22465bdcdeb4d7135a642d43ae10ae13e15db,1.3792954208158945,4.2669915005175504e-8,1.8357617027018744,true,,false,,,1.8357617027018744
1380,5.430506183403234e-7,1.0000000000000009,3372826.240486601,3373254.04556872,GLV,CONTRACT,0xe8d1a7fd853bf45463129095e6e399a4bc2b4088,1.3763546401434088,4.25789389463486e-8,1.8318476952650908,true,,false,,,1.8318476952650908
1381,5.428567058144754e-7,1.0000000000000009,3372828.07168018,3373254.04556872,GLV,CONTRACT,0x528dcaad62098051832abf55df6e576062cea4e3,1.3758631714004979,4.2563734857963164e-8,1.8311935790527878,true,,false,,,1.8311935790527878
1382,5.428467908978601e-7,1.0000000000000009,3372829.9028403135,3373254.04556872,GLV,CONTRACT,0xaabb2e9175a99f868c6ea2c81c6f41fbfedef946,1.375838042174917,4.2562957459660016e-8,1.8311601335202037,true,,false,,,1.8311601335202037
1383,5.426374583439576e-7,1.0000000000000009,3372831.733294315,3373254.04556872,GLV,CONTRACT,0x17cebf7531c9acdf917214366cac9f7e454d429a,1.375307491573985,4.254654433401191e-8,1.8304540016358826,true,,false,,,1.8304540016358826
1384,5.412716387297449e-7,1.0000000000000009,3372833.5591410603,3373254.04556872,GLV,CONTRACT,0xc6ace8ebacc828794c41b06b35a239dab7941fcb,1.371845839749767,4.243945459320097e-8,1.8258467450967226,true,,false,,,1.8258467450967226
1385,5.403059466008425e-7,1.0000000000000009,3372835.3817302804,3373254.04556872,GLV,CONTRACT,0x9d5538bb3c59fe22474667a33e70f32922d571d5,1.3693983057673422,4.2363737625373604e-8,1.8225892202161287,true,,false,,,1.8225892202161287
1386,5.400717704656153e-7,1.0000000000000009,3372837.203529565,3373254.04556872,GLV,CONTRACT,0xc0d0233507e4e26950ab296dc17701e945d9b02c,1.368804789436736,4.234537659045755e-8,1.821799284620598,true,,false,,,1.821799284620598
1387,5.398511700280426e-7,1.0000000000000009,3372839.0245847083,3373254.04556872,GLV,CONTRACT,0x38a20557d4c9473955e1de51601dd579891d2c76,1.3682456805330416,4.2328079984495385e-8,1.8210551433021018,true,,false,,,1.8210551433021018
1388,5.38996213720185e-7,1.0000000000000009,3372840.8427558667,3373254.04556872,GLV,CONTRACT,0x7f4e6ba6fcaf345657fa2dfe94be2252cac31bf8,1.366078805030651,4.22610454738906e-8,1.8181711584778364,true,,false,,,1.8181711584778364
1389,5.373289255065307e-7,1.0000000000000009,3372842.6553028384,3373254.04556872,GLV,CONTRACT,0xa323839ac0a62fa38972c174fc53f7b53d62c685,1.361853085011525,4.2130318501749194e-8,1.812546971765998,true,,false,,,1.812546971765998
1390,5.369047833669064e-7,1.0000000000000009,3372844.466419071,3373254.04556872,GLV,CONTRACT,0x4511cdea50b6450d1bf0b33ea4feb228f13eaf7c,1.3607781023446486,4.209706281313064e-8,1.8111162325776142,true,,false,,,1.8111162325776142
1391,5.366656746503211e-7,1.0000000000000009,3372846.2767287293,3373254.04556872,GLV,CONTRACT,0xe12cb27f4ea4eeff9e4cfb3a6b404d5f74ae5bc5,1.3601720844515528,4.207831502958858e-8,1.810309658132062,true,,false,,,1.810309658132062
1392,5.363509132987081e-7,1.0000000000000009,3372848.0859766174,3373254.04556872,GLV,CONTRACT,0xafdd829f407dcbf2b9b78dbcafd52d037d6527c9,1.3593743259513333,4.2053635554194626e-8,1.8092478881293446,true,,false,,,1.8092478881293446
1393,5.360365841453754e-7,1.0000000000000009,3372849.8941641934,3373254.04556872,GLV,CONTRACT,0xb17b3f33023a570cfbc0b25f2d117235f470cd16,1.3585776628519635,4.202898996614666e-8,1.8081875760412252,true,,false,,,1.8081875760412252
1394,5.356242833605813e-7,1.0000000000000009,3372851.700960974,3373254.04556872,GLV,CONTRACT,0x2dee87eec440fab726cf8927eff6a2dc0e3e1515,1.3575326919429525,4.199666272196281e-8,1.8067967807509273,true,,false,,,1.8067967807509273
1395,5.355793368421819e-7,1.0000000000000009,3372853.507606139,3373254.04556872,GLV,CONTRACT,0x96f34ad144e10eb2a304e8d7151fcb8ff616b45a,1.35741877558402,4.1993138602850986e-8,1.806645164725902,true,,false,,,1.806645164725902
1396,5.354232413235762e-7,1.0000000000000009,3372855.313724754,3373254.04556872,GLV,CONTRACT,0x25ec3ed379195efb25f858e45bb84238c042fd72,1.3570231535479103,4.1980899630401566e-8,1.8061186148862705,true,,false,,,1.8061186148862705
1397,5.354232413235762e-7,1.0000000000000009,3372857.119843369,3373254.04556872,GLV,CONTRACT,0xfe5cc7ce41d432df04d4dc510c061264bc8ee139,1.3570231535479103,4.1980899630401566e-8,1.8061186148862705,true,,false,,,1.8061186148862705
1398,5.354232413235762e-7,1.0000000000000009,3372858.925961984,3373254.04556872,GLV,CONTRACT,0xbd3d1cb15489bb3e913dbca3f6e2222e47f00d2b,1.3570231535479103,4.1980899630401566e-8,1.8061186148862705,true,,false,,,1.8061186148862705
1399,5.351870916699291e-7,1.0000000000000009,3372860.731284006,3373254.04556872,GLV,CONTRACT,0x6b1c4607c5e4ea2663d7022fa0a0bd8c06d71b00,1.35642463536086,4.1962383857939e-8,1.8053220221117456,true,,false,,,1.8053220221117456
1400,5.343654109280236e-7,1.0000000000000009,3372862.53383429,3373254.04556872,GLV,CONTRACT,0x2725d3ab35783a38ee5a7a90ef689526395bb6b7,1.3543420963421322,4.18979583827413e-8,1.8025502842249472,true,,false,,,1.8025502842249472
1401,5.343516000271229e-7,1.0000000000000009,3372864.336337987,3373254.04556872,GLV,CONTRACT,0x6cafb408c30b209970a7644736b7ad9d3d286acd,1.3543070927956906,4.189687551221987e-8,1.8025036965476111,true,,false,,,1.8025036965476111
1402,5.334142519684601e-7,1.0000000000000009,3372866.1356797703,3373254.04556872,GLV,CONTRACT,0x95944225ddd7c3acfa7725011f3b0de8a5778fe5,1.3519313964859931,4.182338091629572e-8,1.7993417834166205,true,,false,,,1.7993417834166205
1403,5.333784382861143e-7,1.0000000000000009,3372867.934900745,3373254.04556872,GLV,CONTRACT,0x0d91e307341c28f1813aef9ad2c645512781df2f,1.3518406271797578,4.182057287494092e-8,1.7992209747677608,true,,false,,,1.7992209747677608
1404,5.323918568262837e-7,1.0000000000000009,3372869.73079373,3373254.04556872,GLV,CONTRACT,0xdf7f333e0b41b0ad7e84a5ce85d9ce40f21ecdcd,1.3493401494632105,4.1743218038531544e-8,1.7958929848671041,true,,false,,,1.7958929848671041
1405,5.323365513263428e-7,1.0000000000000009,3372871.526500155,3373254.04556872,GLV,CONTRACT,0x430b5c1edefc871e09c442f3d53e104585e6bc2b,1.3491999784019904,4.173888170334317e-8,1.7957064253656865,true,,false,,,1.7957064253656865
1406,5.321574505530341e-7,1.0000000000000009,3372873.3216024283,3373254.04556872,GLV,CONTRACT,0xc50a31e5fdf2500196006c261e120a2417b04a5c,1.3487460498508177,4.1724838959196666e-8,1.7951022729575585,true,,false,,,1.7951022729575585
1407,5.320315982241328e-7,1.0000000000000009,3372875.116280169,3373254.04556872,GLV,CONTRACT,0xeb4d4350b90951dc7fad6cb17ae67bb3d103eee5,1.3484270787807071,4.1714971262802316e-8,1.7946777410799477,true,,false,,,1.7946777410799477
