rn,distribution_share,sum_distribution_share,running_approximate_distribution_usd,sum_approximate_distribution_usd,distribution_token,receiver_type,account,balance_before_event,pool_share,approximate_distribution_usd,is_contract,contract_name,has_redeemed,redemption_usd,redemption_bonus_usd,approximate_distribution_before_redemption_bonus_usd
373,0.000007527060097185604,1.0000000000000009,3365100.265370786,3373254.04556872,GLV,CONTRACT,0xdd449376ea0a3a9d1c0220eca7047ebafc5055e3,19.077234684055316,5.901737729404677e-7,25.390685924070223,true,,false,,,25.390685924070223
374,0.000007515893312321527,1.0000000000000009,3365125.618388308,3373254.04556872,GLV,CONTRACT,0x6a32cffb67bb4193aef447b26b365243f6dceb8b,19.048932614885175,5.892982194747379e-7,25.353017521851477,true,,false,,,25.353017521851477
375,0.000007512066738525787,1.0000000000000009,3365150.9584978246,3373254.04556872,GLV,CONTRACT,0x0ce970d349cff5e0363a33ecf3033009340bacb3,19.0392342139963,5.889981895207708e-7,25.34010951631433,true,,false,,,25.34010951631433
376,0.000007496586597325721,1.0000000000000009,3365176.246388892,3373254.04556872,GLV,CONTRACT,0x41f08c207bc3213060908084ece80146fcfe6feb,19,5.877844389701262e-7,25.287891067385235,true,,false,,,25.287891067385235
377,0.0000074646422222167275,1.0000000000000009,3365201.426523467,3373254.04556872,GLV,CONTRACT,0x9a32beadbab738fbde2f106689f4032203319a27,18.91903740199741,5.852797781677832e-7,25.180134574815657,true,,false,,,25.180134574815657
378,0.000007457017512899913,1.0000000000000009,3365226.58093796,3373254.04556872,GLV,CONTRACT,0x54df00413c27256d9f5d04dd5536d982803c195f,18.899712676652257,5.846819480180331e-7,25.154414493266426,true,,false,,,25.154414493266426
379,0.000007401850785652084,1.0000000000000009,3365251.5492610675,3373254.04556872,GLV,CONTRACT,0x74a9927395720712da515ede677734eca04dc2f9,18.759893332994885,5.803564935723057e-7,24.968323107396902,true,,false,,,24.968323107396902
380,0.000007388667766942377,1.0000000000000009,3365276.4731145035,3373254.04556872,GLV,CONTRACT,0x9a94039aadc722e4fda6335ecc103e1a947ac8b4,18.726481145697026,5.793228533741143e-7,24.923853436201572,true,,false,,,24.923853436201572
381,0.000007387941152410948,1.0000000000000009,3365301.3945168843,3373254.04556872,GLV,CONTRACT,0xaba566596e716402db344f924f292fc0388bb08f,18.72463955073672,5.792658817498746e-7,24.92140238079386,true,,false,,,24.92140238079386
382,0.000007363813160707358,1.0000000000000009,3365326.2345294193,3373254.04556872,GLV,CONTRACT,0xcbf446afbedaf0e5b3f53c804c61ac3b184c7558,18.66348747353244,5.773740796766444e-7,24.840012535168277,true,,false,,,24.840012535168277
383,0.000007335600385047358,1.0000000000000009,3365350.979373095,3373254.04556872,GLV,CONTRACT,0x393ac1470fde3a41aab5d212e3f73866e2dcc429,18.591982565187728,5.75162002180065e-7,24.744843675536462,true,,false,,,24.744843675536462
384,0.000007326063210252113,1.0000000000000009,3365375.692045457,3373254.04556872,GLV,CONTRACT,0x141f13d03a70b0f41be4458a8747e0ad3d24240f,18.567810721274885,5.744142214583185e-7,24.712672362075104,true,,false,,,24.712672362075104
385,0.000007219493553342721,1.0000000000000009,3365400.045231293,3373254.04556872,GLV,CONTRACT,0x309ab4244772ab9dc3a2c4ba73b0301f39eda21f,18.297711329372873,5.66058420430145e-7,24.353185835770628,true,,false,,,24.353185835770628
386,0.000007213242130437239,1.0000000000000009,3365424.377329491,3373254.04556872,GLV,CONTRACT,0x9b7e6a8133399b252e1dbe717f0b795041f774ce,18.2818671803509,5.65568265469943e-7,24.33209819816415,true,,false,,,24.33209819816415
387,0.000007197676443825096,1.0000000000000009,3365448.656920674,3373254.04556872,GLV,CONTRACT,0x4f1a5477ffcb529d188ac7452aea12b7e23ff66b,18.242416152634338,5.64347807565039e-7,24.279591182827684,true,,false,,,24.279591182827684
388,0.000007125689590604871,1.0000000000000009,3365472.693681913,3373254.04556872,GLV,CONTRACT,0xd816fa9a53ff64a718b8dc70f636af7d18f624e9,18.059966421222953,5.587035384588342e-7,24.036761238974798,true,,false,,,24.036761238974798
389,0.000007076298393582215,1.0000000000000009,3365496.563834097,3373254.04556872,GLV,CONTRACT,0x265bffc6aafb4ac9c74b18c882cf09b0d60ecd8c,17.93478508285687,5.548309256829901e-7,23.87015218380264,true,,false,,,23.87015218380264
390,0.000006972855803226209,1.0000000000000009,3365520.085048144,3373254.04556872,GLV,CONTRACT,0xbed10aaeaa2d775437f4f20b247d06a2baa42294,17.67261119995058,5.467203083842169e-7,23.521214047400136,true,,false,,,23.521214047400136
391,0.000006922213109771119,1.0000000000000009,3365543.435431521,3373254.04556872,GLV,CONTRACT,0xf747c4dca26e3e4afb3537b16eae23a3586ac0e5,17.544257960358852,5.427495695987736e-7,23.350383376824258,true,,false,,,23.350383376824258
392,0.0000068665310206447425,1.0000000000000009,3365566.5979850655,3373254.04556872,GLV,CONTRACT,0x7240cf5534b554ee2cbc38c27f525dff0dd2f32c,17.403132438807674,5.383837072035459e-7,23.16255354441299,true,,false,,,23.16255354441299
393,0.000006842549358442647,1.0000000000000009,3365589.679642371,3373254.04556872,GLV,CONTRACT,0x568ee2ba2d19c232cfee1b38fce7ed8032e1de11,17.34235123179776,5.36503378379217e-7,23.08165730537031,true,,false,,,23.08165730537031
394,0.000006827041207409584,1.0000000000000009,3365612.708986743,3373254.04556872,GLV,CONTRACT,0xed04093a6b2c87f286c222c1ef989b11138a9f10,17.303046027248623,5.352874316631896e-7,23.029344372158736,true,,false,,,23.029344372158736
395,0.0000068087921348848,1.0000000000000009,3365635.6767723574,3373254.04556872,GLV,CONTRACT,0x8f2a1d9b81fd58c75eddc366bf39115e13ec8a49,17.256793993276975,5.3385657767165e-7,22.967785614436632,true,,false,,,22.967785614436632
396,0.000006804347886776328,1.0000000000000009,3365658.629566394,3373254.04556872,GLV,CONTRACT,0x3fb0d78a3df4e573f1929389f5894965b29158b2,17.245530104977323,5.335081177629745e-7,22.95279403652522,true,,false,,,22.95279403652522
397,0.00000677350624661317,1.0000000000000009,3365681.4783237427,3373254.04556872,GLV,CONTRACT,0x9171c2b8523321c7334f359c2a9ad30a94165b9f,17.167362374171805,5.31089919036812e-7,22.848757349072873,true,,false,,,22.848757349072873
398,0.000006763730339146637,1.0000000000000009,3365704.2941044723,3373254.04556872,GLV,CONTRACT,0xa7fdece16ec44f04a799df89a996764c5449c3dc,17.14258546544772,5.303234200160857e-7,22.815780729662283,true,,false,,,22.815780729662283
399,0.000006753472145068652,1.0000000000000009,3365727.075281707,3373254.04556872,GLV,CONTRACT,0xf98494eafbabda1070320c91c7402d6d2862fd25,17.116586207658685,5.295191063764452e-7,22.78117723498849,true,,false,,,22.78117723498849
400,0.000006704670958287229,1.0000000000000009,3365749.6918401415,3373254.04556872,GLV,CONTRACT,0x3f53d48d29c622d2353de19ed95ea798925da445,16.992900242478502,5.256927545000288e-7,22.6165584342495,true,,false,,,22.6165584342495
401,0.000006678866132947429,1.0000000000000009,3365772.2213523444,3373254.04556872,GLV,CONTRACT,0xe752dcb34e42fd521abf1575f89c326d1fc1f391,16.92749825250735,5.236694770272538e-7,22.52951220277683,true,,false,,,22.52951220277683
402,0.000006675529644578615,1.0000000000000009,3365794.7396097244,3373254.04556872,GLV,CONTRACT,0xf811051395e193ed8e3fce8d3007ffdeead59ae2,16.91904196667853,5.234078731734821e-7,22.518257379888734,true,,false,,,22.518257379888734
403,0.000006668631628117097,1.0000000000000009,3365817.2345983423,3373254.04556872,GLV,CONTRACT,0xb2c52c016c18abbb472d3d36eca97a265af5a833,16.901559034804496,5.228670207891067e-7,22.494988617953517,true,,false,,,22.494988617953517
404,0.000006667416585175772,1.0000000000000009,3365839.7254883116,3373254.04556872,GLV,CONTRACT,0x01bebf87888b219eff665f912b2fc5bc1984e006,16.898479524471966,5.227717529863115e-7,22.490889969436154,true,,false,,,22.490889969436154
405,0.000006639490422598176,1.0000000000000009,3365862.12217624,3373254.04556872,GLV,CONTRACT,0xda9c7bca940559b91ae19b1c66572b30228b76b6,16.827701033209873,5.205821479453831e-7,22.39668792854407,true,,false,,,22.39668792854407
406,0.000006632322238912469,1.0000000000000009,3365884.4946840643,3373254.04556872,GLV,CONTRACT,0x121228cbaf3f3615b5b99f6b41bed5e536f8c19a,16.80953336606427,5.200201125748264e-7,22.372507823926878,true,,false,,,22.372507823926878
407,0.000006592688712522809,1.0000000000000009,3365906.733497935,3373254.04556872,GLV,CONTRACT,0x1a72540a9031fadee784e848251048966794a9f1,16.709082715407853,5.169125689253387e-7,22.238813870692802,true,,false,,,22.238813870692802
408,0.000006585589737218034,1.0000000000000009,3365928.9483651584,3373254.04556872,GLV,CONTRACT,0x3165bbc693613a84ff7dbb6e4eaf8eef3a8e7837,16.691090455992235,5.163559599723696e-7,22.21486722352658,true,,false,,,22.21486722352658
409,0.000006547504642184707,1.0000000000000009,3365951.034761681,3373254.04556872,GLV,CONTRACT,0x925ef8c0a9a9b85a65eff70c77c91e8e92456f84,16.59456428421542,5.133698240921712e-7,22.086396522629535,true,,false,,,22.086396522629535
410,0.00000654197895926533,1.0000000000000009,3365973.1025186717,3373254.04556872,GLV,CONTRACT,0xf2f8dfd506d7bece646fcc0e348110db063428b6,16.58055951363015,5.129365721857834e-7,22.06775699036722,true,,false,,,22.06775699036722
411,0.00000646444850835958,1.0000000000000009,3365994.908745755,3373254.04556872,GLV,CONTRACT,0x8686310faa193d4ee4cb5e0b85c5032626e1fce9,16.38405960689463,5.068576465311403e-7,21.80622708319463,true,,false,,,21.80622708319463
412,0.000006435020025328522,1.0000000000000009,3366016.6157030887,3373254.04556872,GLV,CONTRACT,0xadbcfb79279583b9513c4489aaaaf80d7e38b081,16.309473504228976,5.045502491358614e-7,21.706957333755163,true,,false,,,21.706957333755163
413,0.000006402077786983134,1.0000000000000009,3366038.2115378836,3373254.04556872,GLV,CONTRACT,0x22155522176ab01b6487a3878fa09a963d73583a,16.22598183499572,5.019673489274957e-7,21.595834794986494,true,,false,,,21.595834794986494
414,0.000006396241106566285,1.0000000000000009,3366059.7876840727,3373254.04556872,GLV,CONTRACT,0xb957d6debf21b9a9687d965df3cc4f23d93dde4f,16.211188845348985,5.015097126580116e-7,21.57614618915767,true,,false,,,21.57614618915767
415,0.000006370081866212734,1.0000000000000009,3366081.2755884985,3373254.04556872,GLV,CONTRACT,0x686653578f382091ec91aaf6ea6836e8c1971cee,16.144888595193162,4.994586465874105e-7,21.487904425806047,true,,false,,,21.487904425806047
416,0.000006312915029326918,1.0000000000000009,3366102.5706546605,3373254.04556872,GLV,CONTRACT,0xca5df03ce2e3117f2c41db4b937ffa3d166fb88b,15.999999999999986,4.949763696590531e-7,21.2950661620086,true,,false,,,21.2950661620086
417,0.00000620127884984994,1.0000000000000009,3366123.4891436286,3373254.04556872,GLV,CONTRACT,0x06c1f3b004439de4b7003543c9266f96804deeb2,15.717059573377123,4.862233180840801e-7,20.918488967956048,true,,false,,,20.918488967956048
418,0.000006190915527804373,1.0000000000000009,3366144.3726744787,3373254.04556872,GLV,CONTRACT,0x960429811147fc1d274361ea8997a26c45f56f3c,15.690793870138796,4.854107616818646e-7,20.88353084994031,true,,false,,,20.88353084994031
419,0.000006177893290532112,1.0000000000000009,3366165.212278014,3373254.04556872,GLV,CONTRACT,0xdec38c97c4c7e369afa966975600a2af20139dd8,15.65778918127664,4.843897278646947e-7,20.839603535379297,true,,false,,,20.839603535379297
420,0.0000061742427372178234,1.0000000000000009,3366186.0395673057,3373254.04556872,GLV,CONTRACT,0x656083145f2296577921a896275fa6a7b0b99263,15.648536901979787,4.841034991386055e-7,20.82728929164331,true,,false,,,20.82728929164331
421,0.00000615972497193671,1.0000000000000009,3366206.817884487,3373254.04556872,GLV,CONTRACT,0xd2690ba2c2a02ae2ac4f6c603aca3b17da72389d,15.611741817075472,4.829652055419034e-7,20.778317181176178,true,,false,,,20.778317181176178
422,0.00000615869632858561,1.0000000000000009,3366227.592731793,3373254.04556872,GLV,CONTRACT,0xbec8eac0aa1319a8edeae3dd3a38ca5812ab2bbc,15.609134734049462,4.828845527611775e-7,20.774847305830633,true,,false,,,20.774847305830633
423,0.000006155545994972606,1.0000000000000009,3366248.356952223,3373254.04556872,GLV,CONTRACT,0x5373ee1c9e21d1ca33712406a0a5f9d1f309d5f8,15.601150254997565,4.826375447327571e-7,20.764220430225674,true,,false,,,20.764220430225674
424,0.000006133599564277508,1.0000000000000009,3366269.047141767,3373254.04556872,GLV,CONTRACT,0x5194a9a6a29d6a367a7cda62f072c998998a0db9,15.5455273154379,4.809167921894441e-7,20.69018954409764,true,,false,,,20.69018954409764
425,0.000006127473150340445,1.0000000000000009,3366289.7166653606,3373254.04556872,GLV,CONTRACT,0xe7bb0d8c16ad3af24db0e2d54c424b75486f171c,15.53,4.804364388003189e-7,20.669523593499616,true,,false,,,20.669523593499616
426,0.000006125269191652657,1.0000000000000009,3366310.3787544416,3373254.04556872,GLV,CONTRACT,0x7bd5679405c640e0298d1c37da3a133da9ae9cc6,15.524414095732196,4.802636331368351e-7,20.66208908093977,true,,false,,,20.66208908093977
427,0.000006117037862542637,1.0000000000000009,3366331.0130771585,3373254.04556872,GLV,CONTRACT,0x71e02e1c5c135049ce0880fdd5f67ce8fc3dc745,15.503551900510416,4.796182397834604e-7,20.634322716718984,true,,false,,,20.634322716718984
428,0.000006095581989337921,1.0000000000000009,3366351.5750237643,3373254.04556872,GLV,CONTRACT,0x884fb15cd6589ab0fc2297d37fc82ecfc72bbe79,15.449172272449422,4.779359503533954e-7,20.561946605629966,true,,false,,,20.561946605629966
429,0.000006093173718862214,1.0000000000000009,3366372.1288466617,3373254.04556872,GLV,CONTRACT,0x4e0384845211b344842c550e1b5931338906077d,15.443068542645948,4.777471252271764e-7,20.553822897504965,true,,false,,,20.553822897504965
430,0.000006042347465964996,1.0000000000000009,3366392.511219696,3373254.04556872,GLV,CONTRACT,0xe69320a44f8b65e7739653bb036dfd41924b0fdc,15.31425007406564,4.73761994106994e-7,20.382373034298325,true,,false,,,20.382373034298325
431,0.000006006609013710409,1.0000000000000009,3366412.773037852,3373254.04556872,GLV,CONTRACT,0xb4187d1705f6687f9c21415df90ec205c8828af8,15.223671437505985,4.7095985131368364e-7,20.261818155648175,true,,false,,,20.261818155648175
432,0.000005986739867703537,1.0000000000000009,3366432.96783233,3373254.04556872,GLV,CONTRACT,0x886b537dacbb6c27bea82762a6911c308f521f2b,15.173313348630543,4.6940197231277524e-7,20.194794478498498,true,,false,,,20.194794478498498
433,0.000005939492657421654,1.0000000000000009,3366453.0032499656,3373254.04556872,GLV,CONTRACT,0xca55d2bb5874efb2f2c6d73efe47bcd29537ed10,15.053565916422396,4.656974629833764e-7,20.0354176352733,true,,false,,,20.0354176352733
434,0.00000592056553213024,1.0000000000000009,3366472.9748215987,3373254.04556872,GLV,CONTRACT,0xe02278134db11e0df1088406a3b31b642cd13cf1,15.005595366643762,4.642134449471278e-7,19.971571633313054,true,,false,,,19.971571633313054
435,0.000005918357839993991,1.0000000000000009,3366492.9389461256,3373254.04556872,GLV,CONTRACT,0x86f669d663869860516b84b9aa62732a82c7d8c9,15,4.6404034655536277e-7,19.96412452688308,true,,false,,,19.96412452688308
436,0.000005918357839993991,1.0000000000000009,3366512.9030706524,3373254.04556872,GLV,CONTRACT,0xf5129e09066355a4635a763d86f2185f713c10cc,15,4.6404034655536277e-7,19.96412452688308,true,,false,,,19.96412452688308
437,0.000005896657194580679,1.0000000000000009,3366532.7939933892,3373254.04556872,GLV,CONTRACT,0x5c523a733c7397f3a86bf20021ce56a037f2b711,14.945,4.623388652846598e-7,19.890922736951175,true,,false,,,19.890922736951175
438,0.000005878902121060698,1.0000000000000009,3366552.6250237525,3373254.04556872,GLV,CONTRACT,0x60d00f668a883988611dc3515e473a9a9d6c8f6c,14.9,4.609467442449937e-7,19.831030363370527,true,,false,,,19.831030363370527
439,0.000005838611288175939,1.0000000000000009,3366572.3201429006,3373254.04556872,GLV,CONTRACT,0x687213f678960c6c3a6b81a0dfdb6d1a5e295278,14.79788341468856,4.5778766320252893e-7,19.69511914834268,true,,false,,,19.69511914834268
440,0.0000058375672474662375,1.0000000000000009,3366592.011740234,3373254.04556872,GLV,CONTRACT,0xe4370f8d736f7a601b1684b777ffc676075ce74e,14.795237307259958,4.577058031619829e-7,19.69159733379494,true,,false,,,19.69159733379494
441,0.000005805676712531448,1.0000000000000009,3366611.595762692,3373254.04556872,GLV,CONTRACT,0x9b729a2b604166408a12ddf80f4dc2338757ebd5,14.71441116646981,4.552053638031167e-7,19.584022457810814,true,,false,,,19.584022457810814
442,0.000005796692683561307,1.0000000000000009,3366631.1494797375,3373254.04556872,GLV,CONTRACT,0x35342a058a0f476f3c4a5c6e8ded1efbc110d68b,14.6916412633657,4.5450095355461914e-7,19.55371704574178,true,,false,,,19.55371704574178
443,0.000005731304399084562,1.0000000000000009,3366650.482625488,3373254.04556872,GLV,CONTRACT,0xcfd6add1a070f725fe2045c5fcb08e9719b5fe14,14.525915517530743,4.493740580525925e-7,19.3331457505978,true,,false,,,19.3331457505978
444,0.000005713215235504899,1.0000000000000009,3366669.7547518946,3373254.04556872,GLV,CONTRACT,0x793f363017aa163a449066a2689d275347f61536,14.480068770674484,4.479557420326182e-7,19.272126406371747,true,,false,,,19.272126406371747
445,0.000005644916489171533,1.0000000000000009,3366688.796489279,3373254.04556872,GLV,CONTRACT,0x8f32407c26b05390614d0363810748c22264ad36,14.306966497595042,4.426006461133312e-7,19.041737383995446,true,,false,,,19.041737383995446
446,0.000005597032958544416,1.0000000000000009,3366707.676703349,3373254.04556872,GLV,CONTRACT,0xd537abe3c50cc9b5c43f787e1b4b4438d17e9ebd,14.185606319852313,4.388462448508141e-7,18.880214070591414,true,,false,,,18.880214070591414
447,0.000005561157596471034,1.0000000000000009,3366726.4359007096,3373254.04556872,GLV,CONTRACT,0x71529a3f7c7e2721f30d2b583830799e6b6e6205,14.094680687160041,4.3603336737712824e-7,18.759197360341137,true,,false,,,18.759197360341137
448,0.000005553416193094749,1.0000000000000009,3366745.16898435,3373254.04556872,GLV,CONTRACT,0x6b799cfc57d93bb5a1f919738123a3118a3cce16,14.075060202258033,4.354263876028941e-7,18.733083640083702,true,,false,,,18.733083640083702
449,0.000005544083381027467,1.0000000000000009,3366763.8705860437,3373254.04556872,GLV,CONTRACT,0x513dc934ab7d5c6b1b5074da4cbd8bee9a8f55ad,14.051406312987735,4.34694630337936e-7,18.70160169402121,true,,false,,,18.70160169402121
450,0.0000055423295305136675,1.0000000000000009,3366782.566271554,3373254.04556872,GLV,CONTRACT,0xac108331516fcdd0db9de7b4e86b13b8eed5fe4a,14.046961201958926,4.345571162804503e-7,18.695685510680214,true,,false,,,18.695685510680214
451,0.000005458469195899135,1.0000000000000009,3366800.979074852,3373254.04556872,GLV,CONTRACT,0x9e54ad91624b382b06a1b56e2ccc002594cafcee,13.834418288328806,4.2798188379386315e-7,18.412803297678995,true,,false,,,18.412803297678995
452,0.000005395821733802954,1.0000000000000009,3366819.180552345,3373254.04556872,GLV,CONTRACT,0x0ea360343c72f95765d6f6f7375bb5a3810ccb09,13.675639120720433,4.2306988779634576e-7,18.20147749271844,true,,false,,,18.20147749271844
453,0.0000053861236707311915,1.0000000000000009,3366837.349315807,3373254.04556872,GLV,CONTRACT,0x22c903a4a4a4c2d981fed45487b092e7ee688680,13.651059507589677,4.223094923166529e-7,18.168763462227435,true,,false,,,18.168763462227435
454,0.000005260370384952643,1.0000000000000009,3366855.0938814892,3373254.04556872,GLV,CONTRACT,0xd7c88df5155a47ebfc209e2e6b6bfbb88cd8a499,13.332339460969425,4.1244956159079935e-7,17.74456568223139,true,,false,,,17.74456568223139
455,0.000005256365199070497,1.0000000000000009,3366872.824936662,3373254.04556872,GLV,CONTRACT,0xa023044bcc0ad62c307d6752cd7e467feb2e3a42,13.32218837009989,4.1213552720913176e-7,17.731055172751184,true,,false,,,17.731055172751184
456,0.0000052257826443837484,1.0000000000000009,3366890.452829108,3373254.04556872,GLV,CONTRACT,0x191c41eb686d0e262a286f9e5f79a9e977a78a24,13.24467728802215,4.097376425831827e-7,17.627892446430284,true,,false,,,17.627892446430284
457,0.000005108350750726863,1.0000000000000009,3366907.6845939443,3373254.04556872,GLV,CONTRACT,0x6573cfb24a6c4ab33486b8fdff0cbf348ff18afa,12.947047700140542,4.005301667761353e-7,17.2317648360734,true,,false,,,17.2317648360734
458,0.000005062640960703795,1.0000000000000009,3366924.762168046,3373254.04556872,GLV,CONTRACT,0x6b879053ff8bd2d4c78b98b3cee99d7548fdada7,12.831196839330357,3.969462018695289e-7,17.07757410195599,true,,false,,,17.07757410195599
459,0.0000050315174014911,1.0000000000000009,3366941.734754476,3373254.04556872,GLV,CONTRACT,0x96d15df8c8c4eb0f31c8eec52c58b713d453acd6,12.752314588406694,3.945058987324834e-7,16.97258642992927,true,,false,,,16.97258642992927
460,0.000005022890965500623,1.0000000000000009,3366958.678241746,3373254.04556872,GLV,CONTRACT,0x07cb2c0ed0294a53e38dd1c3bb51897476004e92,12.730451,3.938295262564043e-7,16.94348726982555,true,,false,,,16.94348726982555
461,0.000004984616133532686,1.0000000000000009,3366975.492618284,3373254.04556872,GLV,CONTRACT,0x14b72c4b924d7987a4cf480c44cd1cb56ba97b9b,12.633443942461277,3.908285136831653e-7,16.814376538046243,true,,false,,,16.814376538046243
462,0.000004938683712767886,1.0000000000000009,3366992.152053098,3373254.04556872,GLV,CONTRACT,0x89adb64c4eb5214fde02cae433a491be53984fd8,12.517028826968245,3.87227092980654e-7,16.65943481387862,true,,false,,,16.65943481387862
463,0.000004924741971674066,1.0000000000000009,3367008.7644588775,3373254.04556872,GLV,CONTRACT,0x7f8a9bfd0691138b4c511254f3f134cc2879f6d6,12.481693667780316,3.861339636796436e-7,16.612405779331617,true,,false,,,16.612405779331617
464,0.0000049023687752041694,1.0000000000000009,3367025.3013941813,3373254.04556872,GLV,CONTRACT,0x57231fa82681bf36bd042fb3abc2dbcd68a16d11,12.424989095984978,3.8437974973649816e-7,16.536935303827235,true,,false,,,16.536935303827235
465,0.000004871028143556296,1.0000000000000009,3367041.732609573,3373254.04556872,GLV,CONTRACT,0x1821c82cdbf5a114a3c7fc16176e3caa5ef527ac,12.345556677833228,3.819224266133736e-7,16.43121539133037,true,,false,,,16.43121539133037
466,0.000004821282985248931,1.0000000000000009,3367057.996021908,3373254.04556872,GLV,CONTRACT,0x88e32d9b02a19d6a6b71cd56bda22ca6b92ecd14,12.21947822925276,3.780220608152107e-7,16.26341233482259,true,,false,,,16.26341233482259
467,0.000004810723008332272,1.0000000000000009,3367074.2238127575,3373254.04556872,GLV,CONTRACT,0xdd5a938e1fba07aa95d36c4397851fa52bfb89e7,12.19271410683362,3.771940853057022e-7,16.22779084996736,true,,false,,,16.22779084996736
468,0.000004729246969782822,1.0000000000000009,3367090.1767642307,3373254.04556872,GLV,CONTRACT,0xf8edef6af0d5933348e3d00274e1623077543b2d,11.986214160178994,3.7080579818508377e-7,15.952951473313515,true,,false,,,15.952951473313515
469,0.000004703669059183604,1.0000000000000009,3367106.0434349137,3373254.04556872,GLV,CONTRACT,0x0df6c025e8c7e3e09d9737b47bc2c1dd31e57298,11.921387282629347,3.6880031240346777e-7,15.866670682907506,true,,false,,,15.866670682907506
470,0.000004675688901373338,1.0000000000000009,3367121.815721416,3373254.04556872,GLV,CONTRACT,0xb82c4b1be91f7cd73eb5463650acffa57d602ae4,11.850471941161178,3.6660647376140235e-7,15.772286502378375,true,,false,,,15.772286502378375
471,0.000004657057387352419,1.0000000000000009,3367137.5251590884,3373254.04556872,GLV,CONTRACT,0xe0e3fd59168c73fc555d30ffba2c1c4e598be497,11.803250614254377,3.6514563370122665e-7,15.70943767233224,true,,false,,,15.70943767233224
472,0.000004652555089886785,1.0000000000000009,3367153.2194093675,3373254.04556872,GLV,CONTRACT,0xbd0bc2535176a083bebf4513ca2cc8e025ed2ad5,11.791839600623515,3.647926223199057e-7,15.69425027919194,true,,false,,,15.69425027919194
473,0.000004626805948957639,1.0000000000000009,3367168.826801253,3373254.04556872,GLV,CONTRACT,0x2b89cf5362e2b664c6b01f5d5e55fcffbdc2bc3d,11.72657874205779,3.6277371089154974e-7,15.607391885382775,true,,false,,,15.607391885382775
474,0.000004621498805706063,1.0000000000000009,3367184.416290796,3373254.04556872,GLV,CONTRACT,0xe3d8e6687450414c73f2915af096ec9f34b06abc,11.713127857382368,3.623575940124658e-7,15.589489542938985,true,,false,,,15.589489542938985
475,0.0000046212768341578,1.0000000000000009,3367200.005031572,3373254.04556872,GLV,CONTRACT,0x3ac4f823f56924f0125e928851a30f7cbd0fb90e,11.712565273416686,3.6234018990190575e-7,15.588740776515806,true,,false,,,15.588740776515806
476,0.000004614245693426511,1.0000000000000009,3367215.5700545246,3373254.04556872,GLV,CONTRACT,0xd1b52cedc5bb37595caa4ee68b255a5d9b238e3d,11.69474493983418,3.6178889965048185e-7,15.565022952599023,true,,false,,,15.565022952599023
477,0.000004562657249425326,1.0000000000000009,3367230.9610565496,3373254.04556872,GLV,CONTRACT,0x542dee160cbc7e8918d78edbd072dd78e9de427d,11.563994707939017,3.5774400745576016e-7,15.391002025167431,true,,false,,,15.391002025167431
478,0.000004559075919095483,1.0000000000000009,3367246.3399778376,3373254.04556872,GLV,CONTRACT,0x03bb8cdb2f32dfaabaa8fc11825a1fefb263d9dc,11.554917873384568,3.5746320629227534e-7,15.378921288143768,true,,false,,,15.378921288143768
479,0.000004540197429646809,1.0000000000000009,3367261.6552171847,3373254.04556872,GLV,CONTRACT,0x3c0ebfd9023582b3ad4f767133b182326975cb79,11.507070590508818,3.559830016437823e-7,15.315239347236803,true,,false,,,15.315239347236803
480,0.000004521122601479402,1.0000000000000009,3367276.9061122905,3373254.04556872,GLV,CONTRACT,0xcf999365a93d250552e403a9ac5deae06c5a6a8a,11.45872568973624,3.544874026765362e-7,15.250895105952567,true,,false,,,15.250895105952567
481,0.000004510934539098886,1.0000000000000009,3367292.122640474,3373254.04556872,GLV,CONTRACT,0x6d4156b8eeb4169b5fcd83a2702b12b5800b6253,11.432904179810796,3.536885878489105e-7,15.216528183310988,true,,false,,,15.216528183310988
482,0.000004487245166804795,1.0000000000000009,3367307.259258386,3373254.04556872,GLV,CONTRACT,0x86a56db463ecf69548f4538229fa9282df1de71f,11.372863777723227,3.518311765827745e-7,15.136617912382961,true,,false,,,15.136617912382961
483,0.000004483704578244322,1.0000000000000009,3367322.3839329937,3373254.04556872,GLV,CONTRACT,0xce7f8713c90f3ef2b5fe372c29d7610b7e003285,11.363890202646672,3.5155356985688354e-7,15.124674607697651,true,,false,,,15.124674607697651
484,0.0000044789086182696836,1.0000000000000009,3367337.49242961,3373254.04556872,GLV,CONTRACT,0x218438ac4a3d0d8141617bb58e590f0982b2b06e,11.351734905254304,3.51177533295921e-7,15.108496616310815,true,,false,,,15.108496616310815
485,0.000004463317456004266,1.0000000000000009,3367352.548333275,3373254.04556872,GLV,CONTRACT,0xa08b07e8148b9776d7671e8233e4d24e34326401,11.312219309830034,3.499550779229197e-7,15.055903665123878,true,,false,,,15.055903665123878
486,0.000004440310695523382,1.0000000000000009,3367367.5266292924,3373254.04556872,GLV,CONTRACT,0x771c4a54fe6a266fa0afc622a60355ea2835489a,11.253908978392957,3.481511881623984e-7,14.978296017256303,true,,false,,,14.978296017256303
487,0.000004387787074863896,1.0000000000000009,3367382.327749794,3373254.04556872,GLV,CONTRACT,0xe0b8684ffaf6ca0b7b4f6c6f17e16c2f65217331,11.120788553573718,3.4403297162461726e-7,14.801120501378778,true,,false,,,14.801120501378778
